ID;DEPARTAMENTO;ACCESS POINT;ATA AUDIOCODES;EQUIPO CLIENTE;EQUIPO SERVIDOR;IMPRESORA LASER;MESA PARA TV O IMPRESORA;SKY EDGE WEB ENHANCE;SWITCH 8 PUERTOS;TELEFONO PUBLICO;"TELEVISOR 42""";Total general
51826;CORDOBA;;AT1459;;ES3066;IM1411;ME2176;SE1411;SW1620;;TV1481;7
51827;CORDOBA;AP1689;AT1551;;ES1585;IM1434;ME2359;SE1432;SW1642;TP1693;TV1460;9
51828;CORDOBA;AP1531;AT1521;;ES1594;IM1452;ME2071;SE1442;SW1529;TP1587;TV1529;9
51829;CORDOBA;AP1696;AT1555;;ES1578;IM1429;ME2351;SE1437;SW1646;TP1697;TV1456;9
51830;CORDOBA;AP1470;AT1390;;ES1502;IM1214;ME2464;SE1249;SW1451;TP4720;TV1672;9
51831;CORDOBA;AP1588;AT1493;;ES1684;IM3583;ME2186;SE1332;SW1571;TP4704;TV1263;9
51832;CORDOBA;AP1359;AT1671;;ES3059;IM1398;ME2375;SE1384;SW1481;TP4733;TV1444;9
51833;CORDOBA;AP1585;AT1505;;ES1664;IM1224;ME3790;SE1379;SW1565;TP4735;TV1447;9
51834;CORDOBA;AP1459;AT1401;;ES3004;IM1622;ME2313;SE1221;SW1420;TP3452;TV1605;9
51836;CORDOBA;AP1599;AT1206;;ES1396;IM1815;ME3805;SE1368;SW1246;TP4711;TV1356;9
51837;CORDOBA;AP1264;AT1439;;ES1261;IM1594;ME2406;SE1458;SW1391;;TV1654;8
51838;CORDOBA;AP1658;AT1466;;ES1699;IM1249;ME2156;SE1348;SW1511;TP4667;TV1488;9
51839;CORDOBA;AP1389;AT2999;;ES1411;IM1669;ME2384;SE1403;SW1522;TP1631;TV1430;9
51840;CORDOBA;AP1540;AT1508;;ES1221;IM3472;ME2081;SE1451;SW1462;TP4666;TV1516;9
51841;CORDOBA;AP1545;AT1513;;ES1226;IM1248;ME3499;SE1455;SW1467;;TV1514;8
51842;META;AP2598;AT2598;;ES2598;IM2598;ME3187;SE2598;SW2598;TP2598;TV2598;9
51843;META;AP2532;AT2532;;ES2532;;ME3163;SE2532;SW2532;TP2532;TV2532;8
51844;SUCRE;AP1916;AT1923;;ES1958;IM1908;ME2630;SE1976;SW1959;TP1971;TV2073;9
51845;SUCRE;AP1947;AT2003;;ES2040;IM2038;ME2845;SE1968;SW1939;;TV1920;8
51846;SUCRE;AP1850;AT1996;;ES2030;IM3133;ME2835;SE1956;SW1927;;TV1908;8
51848;SUCRE;AP2003;AT2063;;ES2001;IM1950;ME2648;SE2068;SW2003;TP2003;TV1950;9
51850;SUCRE;AP1877;AT1877;;ES1877;;ME2647;SE1877;SW1877;TP3112;TV1877;8
51851;SUCRE;AP1950;AT1998;;ES2033;;;;SW1932;TP1950;;5
51853;VALLE DEL CAUCA;AP0928;AT0899;;ES1098;IM0933;ME1086;SE0940;SW1178;TP1086;TV1099;9
51854;VALLE DEL CAUCA;AP1150;AT0889;;ES1141;IM1200;ME1913;SE1053;SW0990;TP0891;TV1090;9
51855;VALLE DEL CAUCA;AP0956;AT1006;;ES0906;IM1006;ME1834;SE0976;SW1133;;TV0856;8
51857;VALLE DEL CAUCA;AP0946;AT3118;;ES1026;IM0966;ME2038;;SW2916;;TV1006;7
51858;VALLE DEL CAUCA;AP1152;AT0891;;ES1143;IM1197;ME1911;SE1055;SW0992;TP0889;TV1092;9
51859;BOLIVAR;AP2326;AT2333;;ES2336;IM2382;ME3010;SE2126;SW2436;TP3314;TV2236;9
51860;CORDOBA;AP1397;AT1537;;ES1667;IM3391;ME2296;SE1663;SW1649;TP1635;TV1703;9
51861;GUAVIARE;AP2501;AT2501;EC2501;ES2501;IM2501;ME3184;SE2501;SW2501;TP3598;TV2501;10
51862;GUAVIARE;AP2609;AT2609;EC2609;ES2609;IM2609;ME3265;SE2609;SW2609;TP2609;TV2609;10
51863;VALLE DEL CAUCA;AP1028;AT0897;EC1075;ES1068;IM0927;ME1927;SE0938;SW0996;TP0896;TV1181;10
51864;CAUCA;AP0326;AT0397;;ES0539;IM0517;ME1729;SE0209;SW0387;TP0581;TV0547;9
51865;CAUCA;AP0505;AT0105;;ES0208;IM0066;ME1106;SE0529;SW0355;TP0620;TV0313;9
51866;CAUCA;AP0504;AT0104;;ES0206;IM0065;ME1044;SE0599;SW0354;TP2295;TV0312;9
51867;CAUCA;AP0386;AT0446;;ES0315;IM0043;;SE0851;SW0370;TP0212;TV0028;8
51870;GUAVIARE;AP2627;AT2627;EC2627;ES2627;IM3291;ME3288;SE2627;SW2627;TP2627;TV2627;10
51871;CAUCA;AP0077;AT0638;;ES0817;IM0636;ME1337;SE0600;SW0402;TP0649;TV0645;9
51872;VALLE DEL CAUCA;AP1155;AT0894;;ES1176;IM1019;;;SW0995;TP0886;;6
51873;CAUCA;AP0342;AT0475;;ES0382;IM0319;ME1462;SE0647;SW0631;TP0604;TV0619;9
51874;CORDOBA;AP1690;AT1547;;ES1515;IM2946;;SE1569;SW1637;TP1690;TV1231;8
51875;CORDOBA;AP1698;AT1589;;ES1522;IM1389;ME2055;SE1702;SW1672;TP1499;TV1220;9
51876;CORDOBA;AP1550;AT1689;;ES1412;IM1392;ME2370;;SW1475;TP1501;TV1452;8
51877;CORDOBA;AP1703;AT1535;;ES3078;IM1314;ME2063;SE1365;SW1605;TP1381;TV1545;9
51878;CORDOBA;AP1328;AT1422;;ES1282;IM3148;ME2393;SE1482;SW1370;TP3317;TV1302;9
51879;CORDOBA;AP1517;AT1534;;ES1210;IM1394;ME2052;SE1356;SW1596;;TV1534;8
51880;CORDOBA;AP1520;AT1416;;ES2922;IM1274;ME2260;SE1585;SW1554;TP1299;TV1671;9
51881;CORDOBA;AP1514;AT1477;;ES1579;IM1239;ME2360;SE1337;SW1577;TP1598;TV2961;9
51882;CORDOBA;AP1551;AT1688;;ES1232;IM1391;ME2369;SE1377;SW1474;TP1301;TV2937;9
51883;SUCRE;AP2038;AT2099;;ES0118;IM2084;ME2826;SE2104;SW2044;TP2091;TV2036;9
51884;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2723;AT2723;EC2879;ES2723;IM2723;ME3314;SE2723;SW2723;TP3244;TV2723;10
51885;CAUCA;AP0101;AT0374;;ES0592;;ME1627;SE0564;SW0545;TP0645;TV0641;8
51886;CAUCA;AP0671;AT0498;;ES0376;IM0306;ME1094;SE0824;SW0406;TP0567;TV0679;9
51887;CAUCA;AP0379;AT0672;;ES0538;IM0620;ME1080;SE0845;SW0503;TP0466;TV0336;9
51891;BOLIVAR;AP2240;AT2387;;ES2237;IM2257;ME3089;SE2291;SW2250;TP2314;TV2192;9
51892;CAUCA;AP0439;AT0577;;ES0244;;ME1112;SE0588;SW0842;TP0358;TV0377;8
51893;META;AP2595;AT2595;;ES2929;IM2595;ME3185;SE2595;SW2595;TP3021;TV2595;9
51894;CAUCA;AP0318;AT0096;;ES0414;IM0594;;SE0841;SW0623;TP0820;TV0330;8
51895;CORDOBA;AP1487;AT1541;;ES1666;IM1447;ME2227;SE1547;SW1654;TP1698;TV1554;9
51896;VALLE DEL CAUCA;AP1079;AT1022;;ES1180;IM1023;ME1869;SE1002;SW1149;TP1122;TV0872;9
51897;SUCRE;AP1928;AT1979;;ES3009;IM2025;ME2821;SE1934;SW1897;TP1839;TV1967;9
51898;CAUCA;AP0855;AT0518;;ES0455;IM0565;ME1005;SE0105;SW0220;TP0842;TV0558;9
51899;CAUCA;AP0850;AT0512;;ES0425;;ME1497;SE0060;SW0215;;TV0586;7
51900;BOLIVAR;AP2140;AT2340;;ES2998;IM2360;;SE2140;SW2130;TP3249;TV2210;8
51902;CAUCA;AP0978;AT1158;;ES0973;IM1072;;SE1077;SW1063;TP1063;TV0969;8
51903;CAUCA;AP0664;AT0443;;ES0346;IM0395;ME1177;SE0817;SW0367;TP0215;TV0025;9
51904;CAUCA;AP1024;AT0976;;ES0977;IM1077;ME3374;SE2812;SW1067;TP0862;TV0977;9
51905;CORDOBA;AP1691;AT1548;;ES1441;IM1237;ME2353;SE1429;SW1638;TP1596;TV1462;9
51906;CORDOBA;AP1488;AT1542;;ES3156;IM3259;ME3785;SE1240;SW1647;TP1241;TV1546;9
51908;CORDOBA;AP1701;AT1532;;ES1209;IM1387;ME3759;SE1361;SW1601;TP3496;TV1540;9
51909;CAUCA;AP0043;AT0043;;ES2898;IM3138;ME1157;SE0043;SW0043;TP0043;TV0445;9
51910;CAUCA;AP0546;AT0401;;ES0379;IM0625;ME1149;SE0545;SW0385;TP0575;TV0554;9
51911;CAUCA;AP0012;;;ES3036;IM0011;ME1017;SE0012;SW0493;;TV0414;7
51912;CAUCA;AP0661;AT0099;;ES0214;IM0617;ME1188;SE0540;SW0349;TP0629;TV0678;9
51913;CAUCA;AP0448;AT0667;;ES0833;IM0838;ME1711;SE0404;SW0592;TP0526;TV0349;9
51914;CAUCA;AP0263;AT0263;;ES0263;IM0263;ME1440;SE0263;SW0263;TP0263;TV0263;9
51915;CAUCA;AP0210;AT0570;;ES0542;IM0829;ME1344;SE0593;SW0848;TP3233;TV0490;9
51916;CORDOBA;AP1640;AT1281;;ES1631;IM1470;ME2426;SE1280;SW1280;TP1471;TV1580;9
51917;CORDOBA;AP1403;AT1633;;ES1428;IM1673;ME2252;SE1667;SW1458;TP1640;TV1421;9
51918;CORDOBA;AP1600;AT1207;;ES1397;;ME2362;SE1369;SW1247;TP3339;TV1357;8
51919;CORDOBA;AP1544;AT1512;;ES1225;IM3260;ME2078;SE1454;SW1466;TP1473;TV1520;9
51920;BOLIVAR;AP2166;AT2133;EC2161;ES2273;IM2278;ME2988;SE2317;;TP2394;TV2111;9
51921;CAUCA;AP0983;AT1163;;ES2974;IM1188;ME3384;SE1083;SW1002;TP0901;TV1097;9
51922;CAUCA;AP1022;AT0974;EC0931;ES0975;IM1075;ME3375;SE2810;SW1065;TP0860;TV0975;10
51923;CORDOBA;AP1331;AT1300;;ES1619;IM1491;ME2123;SE1270;SW1271;TP1221;TV1570;9
51924;CORDOBA;AP1368;AT1666;;ES1304;IM1602;ME2096;SE1498;SW1397;TP1400;TV1611;9
51925;CORDOBA;AP1572;AT1289;;ES1642;IM1212;ME2430;SE1250;SW1660;TP1436;;8
51926;BOLIVAR;AP2298;AT2249;;ES2453;IM3267;ME3000;SE2448;SW2202;TP2358;TV2198;9
51927;CAUCA;AP0655;AT0581;;ES0390;IM3557;ME1111;SE0818;SW0705;TP0690;TV0509;9
51928;CAUCA;AP0930;AT0901;;ES2899;IM1086;ME3382;SE0942;SW1180;TP0870;TV1101;9
51929;CAUCA;AP0103;AT0376;;ES2891;IM2945;ME1113;SE0566;SW0547;TP0647;TV0643;9
51930;CAUCA;AP0363;AT0416;;;;ME3543;;SW0610;TP3658;TV0057;6
51932;META;AP2477;AT2546;;;IM3162;ME3166;SE2546;SW2477;TP2546;TV2477;8
51933;SUCRE;AP1851;AT1918;;ES2053;IM2053;ME2633;SE1971;SW1952;TP4944;TV1976;9
51934;SUCRE;AP1980;AT1943;;ES1820;IM1820;ME2664;SE1828;SW1819;TP1816;TV1991;9
51935;CAUCA;AP0291;AT0454;;ES0009;IM3558;ME1034;SE0687;SW0807;TP0561;TV0307;9
51936;CORDOBA;AP1656;AT1468;;ES3070;IM1245;ME2155;SE1346;SW1510;TP1659;TV1521;9
51937;CORDOBA;AP1522;AT1531;;ES1213;IM3004;ME2059;SE1363;SW1599;TP1496;TV1544;9
51938;CORDOBA;AP1412;AT1352;;;IM2981;ME2145;SE1376;SW2888;TP3279;TV1312;8
51939;CORDOBA;AP1516;AT1525;;ES1216;IM3265;ME2064;SE1362;SW1604;TP4640;;8
51940;BOLIVAR;AP2160;AT2126;;ES2266;IM2331;ME3063;SE2310;SW2214;TP3723;TV2170;9
51941;BOLIVAR;AP2241;AT2388;;ES2238;;ME3090;SE2292;SW2249;TP2313;TV2193;8
51942;BOLIVAR;AP2303;AT2253;;ES2427;IM3077;ME3052;SE2453;SW2256;TP3043;TV2204;9
51946;CORDOBA;AP1518;AT1528;;ES2886;IM1501;ME2053;SE1704;SW1602;TP1495;;8
51947;CORDOBA;AP1705;AT1424;;ES1284;IM1312;ME2065;SE1484;SW1372;TP1384;TV1304;9
51949;CORDOBA;AP1643;AT1283;;ES1633;IM3299;ME2423;SE1283;SW1283;TP1233;TV2921;9
51950;BOLIVAR;AP2368;AT2268;;ES2401;IM2248;ME2963;SE2198;SW2368;TP2278;TV2368;9
51951;BOLIVAR;AP2340;AT2411;;ES2360;IM3305;ME3878;SE2174;SW2121;TP3437;TV2340;9
51952;BOLIVAR;AP2344;AT2415;;ES2364;IM2198;ME2940;SE2397;SW2117;TP2217;TV2343;9
51953;BOLIVAR;AP2343;AT2414;;ES2363;IM2199;ME2944;SE2398;SW2118;TP3308;TV2344;9
51954;BOLIVAR;AP2254;AT2117;;ES2230;IM2402;ME3050;SE2110;SW2218;TP2375;TV2317;9
51956;BOLIVAR;;AT2402;;ES3159;;ME3829;SE2175;SW2323;TP2302;TV2405;7
51957;CORDOBA;AP1668;AT1367;;ES1562;IM1416;ME2172;SE1414;SW1626;TP1675;TV1396;9
51958;CORDOBA;AP2847;AT2847;;ES1391;;ME3412;SE2847;SW2847;TP2847;TV2933;8
51959;CORDOBA;AP1556;AT1519;;ES1589;IM3218;ME2074;SE1296;SW1296;TP1591;TV1512;9
51960;BOLIVAR;AP2395;AT2286;;ES2196;IM2137;ME2984;SE2226;SW2386;TP3205;TV2376;9
51961;CORDOBA;AP1535;AT1523;;ES1596;IM1455;ME2073;SE1439;SW1595;;TV1531;8
51962;CORDOBA;AP1533;AT1518;;ES1593;IM1451;ME2069;SE1443;SW1590;TP3344;TV1528;9
51963;CORDOBA;AP1529;AT1506;;ES3069;IM1381;ME2282;SE1445;SW1586;TP1491;TV2928;9
51964;CORDOBA;AP1527;AT1520;;ES1595;IM3352;ME2075;SE1441;SW1593;TP3411;TV1530;9
51965;CORDOBA;AP1256;AT1661;;ES1300;IM3312;ME3480;SE1583;SW1398;TP1404;TV1609;9
51966;CORDOBA;AP1558;AT1258;;ES1648;IM1578;ME2400;SE1298;SW1298;TP1592;TV1626;9
51967;CORDOBA;AP1241;AT1600;;ES1513;IM1263;;SE1563;SW1663;TP1273;TV1234;8
51968;CORDOBA;AP1288;AT1217;;ES1605;IM2986;ME2076;SE1537;SW1456;TP1337;TV1522;9
51969;CORDOBA;AP1532;AT1517;;ES1592;IM1450;ME2068;;SW1589;TP1586;TV2958;8
51970;GUAVIARE;AP2633;AT2633;;ES2633;IM2633;ME3290;SE2633;SW2633;TP2633;TV2633;9
51971;GUAVIARE;AP2534;AT2534;;ES2534;IM2534;ME3213;SE2534;SW2460;;TV2534;8
51972;CORDOBA;AP1290;AT1219;;ES1389;IM1328;ME3815;SE1539;SW1239;;TV1369;8
51973;CORDOBA;AP1672;AT1461;;;IM1410;ME2292;SE1407;SW1617;TP1668;TV1397;8
51976;CORDOBA;AP1360;AT1672;;ES1240;IM1399;ME2380;SE1385;SW1482;TP1612;TV1445;9
51977;CORDOBA;AP1582;AT1502;;ES1661;IM1221;ME2477;SE1324;SW1562;TP3266;TV1282;9
51978;CORDOBA;AP1357;AT1669;;ES1238;IM1396;ME2373;SE1382;SW1479;TP2947;TV1442;9
51979;CORDOBA;AP1584;AT1504;;ES1663;IM1223;ME3809;;SW1564;TP3328;TV1284;8
51980;CORDOBA;AP1358;AT1670;;ES1239;IM1397;ME2374;SE1383;SW1480;TP4734;TV1443;9
51981;CORDOBA;AP1515;AT1476;;ES1580;IM4591;ME2484;SE1336;SW1576;TP3184;TV1457;9
51982;CORDOBA;AP1372;AT1664;;ES1305;IM3422;ME2092;SE1504;SW1405;TP1405;TV1651;9
51983;CORDOBA;AP1574;AT1295;;ES1644;IM1215;ME2301;SE1248;SW1610;TP1440;TV1295;9
51984;META;AP2636;AT3078;;;IM2509;ME3160;SE2636;SW2509;TP3439;TV2509;8
51985;SUCRE;AP2011;AT2103;;ES2003;IM1960;ME2739;SE2075;SW2015;;TV1955;8
51986;BOLIVAR;AP2267;;;ES3020;IM2415;ME2851;SE2411;SW2165;TP3102;TV2415;8
51987;BOLIVAR;AP2211;AT2108;;ES2248;IM2296;ME3070;SE2263;SW2221;TP2323;TV2156;9
51988;BOLIVAR;AP2325;AT2325;;ES2335;IM2385;ME3009;SE2125;SW2435;TP3054;TV2235;9
51989;BOLIVAR;AP2347;AT2418;;ES2911;IM3349;ME3867;SE2394;SW2114;TP5250;TV2347;9
51992;CORDOBA;AP1697;AT1585;;ES1523;IM1505;ME2257;SE1405;SW1555;TP1282;TV1224;9
51993;CORDOBA;AP1413;AT1353;;ES1313;IM1513;ME2148;SE1613;SW1313;TP3633;TV1313;9
51994;CORDOBA;AP1371;AT1665;;ES1299;IM1596;ME2097;SE1503;SW1639;TP4724;TV1608;9
51995;CORDOBA;AP1547;AT1696;;ES1227;IM2937;;SE1366;SW1469;TP1463;TV1511;8
51996;CORDOBA;AP1489;AT1545;;ES1386;IM1448;ME2324;SE1239;SW1655;TP1455;TV1555;9
51997;SUCRE;AP2060;AT1925;;ES1960;IM1910;ME2627;SE1978;SW1961;TP3082;TV1983;9
51998;VALLE DEL CAUCA;AP1162;AT1093;;ES3076;IM1151;ME1810;SE1164;SW0862;TP3259;TV0997;9
51999;VALLE DEL CAUCA;AP1101;AT1033;;ES1201;IM3207;ME1971;SE0971;SW1118;TP1143;TV0893;9
52000;CORDOBA;AP1601;AT1694;;ES1229;IM1318;ME2361;SE1370;SW1516;TP3419;TV1509;9
52001;GUAVIARE;AP2711;AT2711;;ES2711;IM3036;ME3306;SE2711;SW2711;TP2711;TV2711;9
52002;BOLIVAR;AP2370;AT2270;;ES2180;IM2250;ME2967;SE2200;SW2370;TP2280;TV2370;9
52003;CAUCA;AP0417;AT0243;;ES0067;IM0423;ME1613;SE0664;SW0563;TP0413;TV0104;9
52004;CAUCA;AP1185;AT1065;;ES0865;IM3367;ME1929;SE1059;SW0875;TP1018;TV1116;9
52005;CAUCA;AP0979;AT1159;;ES1148;IM2976;ME3387;SE1078;SW0998;TP1064;TV0970;9
52006;CAUCA;AP1129;AT0869;;ES1117;IM1178;ME3383;SE1201;SW0969;TP0871;TV1069;9
52007;CAUCA;AP1130;AT0870;;ES1118;IM1179;ME3385;SE1202;SW0970;TP0873;TV1070;9
52008;CAUCA;AP0584;AT0590;;ES0586;IM0632;;SE0387;SW0092;TP0383;TV0629;8
52010;BOLIVAR;AP2168;AT2134;;ES2272;IM2280;ME2637;SE2318;SW2274;;TV2113;8
52011;BOLIVAR;AP2419;AT2395;;ES2149;;ME2866;SE2169;SW2319;TP2297;TV2399;8
52012;CAUCA;AP0547;AT0627;;ES0842;IM0546;ME1148;SE0250;SW0394;TP3719;TV0402;9
52013;CAUCA;AP0794;AT0794;;ES0794;IM0794;ME1277;SE0794;SW0840;TP0794;TV0794;9
52014;CAUCA;AP0929;AT0900;;ES1099;IM1080;ME3443;SE0941;SW1179;TP1070;TV1100;9
52015;CAUCA;AP1052;AT0987;;ES0988;IM1089;ME1925;SE0908;SW1077;TP1089;TV0988;9
52016;GUAVIARE;AP2632;AT2632;;ES2632;IM3206;ME3289;SE2632;SW2632;TP2632;TV2632;9
52017;GUAVIARE;AP2712;AT2712;;ES2712;;ME3305;SE2712;SW2712;TP3625;TV2712;8
52018;GUAVIARE;AP2589;AT2589;;ES2589;IM2589;ME3186;SE2589;SW2589;TP2589;TV2589;9
52019;GUAVIARE;AP2626;AT2626;;ES2626;IM2626;ME3287;SE2626;SW2626;TP2626;TV2626;9
52020;GUAVIARE;AP2623;AT2623;;ES2928;IM2623;ME3280;SE2623;SW2623;TP2623;TV2623;9
52021;GUAVIARE;AP2624;AT2624;;ES2624;;;;SW2624;;;4
52024;GUAVIARE;AP2629;AT2629;;;IM2629;ME3282;SE2629;SW2629;TP2629;TV2629;8
52025;GUAVIARE;AP2637;AT2637;;ES2637;IM2637;ME3298;SE2637;SW2637;TP2637;TV2637;9
52026;META;AP2566;AT2478;EC2478;ES2478;IM2478;ME3175;SE2478;SW2478;TP2478;TV2478;10
52027;SUCRE;AP2007;AT2100;;ES2027;IM3547;ME2800;SE2026;SW2054;TP2023;TV2660;9
52028;SUCRE;AP1951;AT1906;;;IM2033;ME2846;SE1962;SW1933;TP1941;TV1914;8
52030;VALLE DEL CAUCA;AP1140;AT0881;;ES1132;IM1192;ME1920;SE1041;SW0443;TP0882;TV1081;9
52031;VALLE DEL CAUCA;AP0974;AT1194;;ES0895;;ME1986;SE1073;SW1174;TP0973;TV1174;8
52033;SUCRE;AP1827;AT1827;;ES3021;IM1827;;SE1835;SW1827;TP4964;TV1827;8
52034;CAUCA;AP1032;AT0991;EC1096;ES0991;IM1093;ME1082;SE1172;;TP1092;TV0992;9
52035;VALLE DEL CAUCA;AP1044;AT0997;;ES0997;IM1104;ME1938;SE1014;SW1104;TP1084;TV0998;9
52036;VALLE DEL CAUCA;AP1092;AT1045;;;IM1135;ME1847;SE0956;SW1129;TP1136;TV0884;8
52037;VALLE DEL CAUCA;AP1017;AT0965;;ES1136;IM1203;;SE1049;SW1060;;TV0968;7
52038;VALLE DEL CAUCA;AP1091;AT1047;;ES0877;IM1036;ME1751;SE0959;SW1128;TP1137;TV1135;9
52040;VALLE DEL CAUCA;AP1186;AT1066;;ES0866;IM1118;ME1930;SE0866;SW0876;;TV1117;8
52041;VALLE DEL CAUCA;AP0949;AT1129;;ES1030;IM0970;ME2031;SE1108;SW1029;TP3558;TV1009;9
52042;VALLE DEL CAUCA;AP1067;AT1010;;ES1165;;ME1823;SE0987;SW1137;TP1110;TV0860;8
52043;VALLE DEL CAUCA;AP1158;AT1088;;ES0888;IM1149;ME1804;SE1161;SW0858;TP1038;TV1148;9
52044;VALLE DEL CAUCA;AP1116;AT0924;;ES1086;IM1156;ME1808;SE1176;SW1086;TP1176;TV1026;9
52045;CAUCA;AP0094;AT0628;;ES0843;IM0626;ME1332;SE0251;SW0395;TP0362;TV0403;9
52046;CAUCA;AP0217;AT0565;;ES0670;IM3010;ME1596;SE0479;SW0647;TP0509;TV0628;9
52047;CAUCA;AP0244;AT0465;;ES0850;IM3071;ME3386;SE0501;SW0600;TP0588;TV0479;9
52048;CAUCA;AP0243;AT0464;;ES0849;IM3552;;SE0500;SW0599;TP0587;TV0478;8
52049;CAUCA;AP2900;AT2990;;ES3029;IM3306;ME1036;SE0525;SW0703;TP3521;TV0659;9
52050;CAUCA;AP0724;AT0077;;ES0289;IM3225;ME1531;SE0010;SW0491;TP0727;TV0724;9
52051;CAUCA;AP0453;AT0455;;ES0291;IM0289;ME3537;SE0007;SW0535;TP0440;TV0291;9
52052;CAUCA;AP0780;;;;IM0268;ME1266;SE0268;SW0268;TP0781;TV0780;7
52053;CAUCA;AP0782;AT3135;;ES0782;IM0782;ME1264;SE0107;SW0782;TP3300;TV0782;9
52054;CAUCA;AP0074;AT0611;;ES0383;IM0074;;SE0461;SW0641;TP0451;TV0391;8
52055;CAUCA;AP0700;AT0361;;ES0658;IM0657;;SE0505;SW0455;;TV0457;7
52056;CAUCA;AP1031;AT0392;;ES0393;IM1092;ME1322;SE1171;SW1081;TP1091;TV0991;9
52057;META;AP2512;AT2512;;;;ME3159;SE2512;SW2512;TP2512;TV2512;7
52058;META;AP2491;AT2491;;ES2491;IM2491;ME3231;SE2491;SW2491;TP3393;TV2491;9
52059;META;AP2462;AT2462;;ES2462;IM2462;ME3174;SE2462;SW2462;TP2462;TV2462;9
52060;META;AP2592;AT2592;;ES2592;IM2592;ME3190;SE2592;SW2592;TP3365;TV2592;9
52062;CAUCA;AP0338;AT0483;;ES0671;IM0628;ME1377;SE0646;SW0627;TP3538;TV0339;9
52063;SUCRE;AP2030;AT2077;;ES2073;IM2078;ME2700;SE2097;SW2035;TP3724;TV2026;9
52064;BOLIVAR;AP2137;AT2337;;ES2310;IM2357;ME3077;SE2137;SW2127;TP2156;TV2207;9
52065;CAUCA;AP0580;AT0366;;ES0550;IM0093;;;SW0084;TP0660;TV0498;7
52066;CAUCA;AP0435;AT0080;;ES0577;IM0341;;SE0451;SW0629;TP0455;TV0654;8
52067;CAUCA;AP0028;AT0028;;ES0028;;ME1484;SE0028;SW0028;TP0027;;7
52068;CAUCA;AP0310;AT0677;;ES0523;IM0699;ME1024;SE0832;SW0521;TP0426;TV0669;9
52069;CAUCA;AP0079;AT0640;;ES0820;IM0290;ME1713;SE0602;SW0632;TP0651;TV0647;9
52070;CAUCA;AP0654;AT0569;;ES0389;IM0332;;SE0605;SW0704;TP0689;;7
52071;CAUCA;AP0529;AT0673;;ES0530;IM0070;ME1073;SE0464;SW0345;TP0059;TV0326;9
52072;CAUCA;AP0444;AT0382;;ES0816;IM0689;;SE0467;SW0670;TP3403;TV0352;8
52073;CAUCA;AP0038;AT0394;;ES0038;IM0038;ME1524;SE0468;SW0538;TP3103;TV0624;9
52074;CORDOBA;AP1399;AT1635;;ES1430;IM1378;ME2255;SE1669;SW1527;TP1639;TV1423;9
52075;CORDOBA;AP1468;AT1578;;ES1427;IM3128;ME2254;SE1666;SW1679;TP1295;TV1213;9
52076;CORDOBA;AP1254;AT1582;;ES1532;IM1280;ME2465;SE1575;SW1614;TP3313;TV1218;9
52077;CORDOBA;AP1267;AT1237;;ES1366;IM3186;ME2207;SE1517;SW1217;TP1288;TV1387;9
52078;CORDOBA;AP1386;AT1644;;ES1408;IM1666;ME2300;SE1400;SW1519;;TV1427;8
52079;CORDOBA;AP1385;AT1643;;ES1407;IM1665;ME2299;SE1399;SW1518;TP1290;TV1426;9
52080;SUCRE;AP1957;AT1908;;ES2052;IM2051;ME2650;SE1952;SW1950;TP1953;TV1930;9
52081;SUCRE;AP2032;AT1912;;ES1233;IM2056;;;SW2037;;;5
52082;SUCRE;AP2028;AT2075;;ES2879;IM2941;;SE2010;SW2033;TP2085;TV1935;8
52083;SUCRE;AP2012;AT2094;;ES2058;IM2057;ME2748;SE2076;SW2016;TP2066;TV2008;9
52084;SUCRE;AP1866;AT1843;;ES1866;;ME2538;SE2077;SW1866;TP4980;TV2032;8
52085;SUCRE;AP1958;AT1915;;ES2051;IM2050;ME2703;SE1945;SW1949;TP2048;TV1923;9
52086;SUCRE;AP2015;AT2097;;ES2059;IM2059;ME2702;SE2079;SW2019;TP4981;TV2011;9
52087;SUCRE;AP2033;AT2081;;ES2078;IM2071;ME2690;SE2091;SW2039;TP2083;TV2023;9
52088;SUCRE;AP2036;AT2082;;ES2991;IM2940;ME2747;SE2093;SW2032;TP3449;TV2030;9
52089;SUCRE;AP1960;AT1909;;ES2047;IM3626;ME2701;SE1947;SW1944;TP3435;TV1924;9
52090;SUCRE;AP2044;AT2072;;ES2056;IM2962;ME2634;SE2008;SW2050;TP2008;;8
52091;CORDOBA;AP1699;AT1533;;ES1207;IM1504;ME2057;SE1359;SW1598;TP1497;TV1541;9
52092;CORDOBA;AP1700;AT1530;;ES1214;IM3460;ME2060;SE1360;SW1600;TP3401;TV1536;9
52093;CORDOBA;AP1366;AT1662;;ES2924;IM1601;ME2091;SE1502;SW1401;TP1402;TV1610;9
52095;BOLIVAR;AP2250;AT2360;;ES2405;IM2354;ME3056;SE2305;SW2266;TP2312;TV2454;9
52096;BOLIVAR;AP2375;AT2275;;ES3155;IM2254;ME2970;SE2205;SW2375;TP2285;TV2901;9
52097;BOLIVAR;AP2365;AT2265;;ES2175;IM2245;ME2960;SE2215;SW2365;TP0311;TV2365;9
52098;BOLIVAR;AP2228;AT2385;;ES2430;IM2264;;;SW2231;;;5
52099;BOLIVAR;AP2130;AT2440;;ES2961;;ME3136;SE2107;SW2215;TP2253;TV2321;8
